id;rating_id;class;sail_num
5a8268b2-f946-4a56-a138-2926ab23f468;2aeb64d0-56b0-44e8-8d92-1289b93d07d9;11;44
df85f995-9986-4cb1-a0aa-d8fa8d3f6110;b1126ed7-d417-4eba-9d11-e70e130be1f7;11;45
11e02877-a4ab-4920-bc1e-f953437e40f4;f948b945-f27b-4a7b-bd7e-0279b9f9da60;11;46
560f94db-d3de-4fe6-962b-e66797119f28;ee5b029a-51ae-428a-b469-b447d06be87c;4;47
0c7050d1-d011-48d4-ac3e-b1a40c801293;46467035-f71e-4eb1-a159-f165e2fa3cbb;5;48
7ba04c99-3a47-4044-85bd-b15608d99719;daf99a23-bf76-4259-97f0-958c594d03cd;8;49
d026019d-73aa-4e42-8868-bf4581323f3a;880afea7-a00f-4ab2-99b5-6546d09815d6;1;50
afeed932-c581-45ea-b160-58ef985b10ec;250889f7-108e-4ec2-be39-4abb27a14396;2;51
1c75221a-e765-4373-be0e-fde3c55e23cf;62692417-eaf3-4968-9d4d-efb1f64c44b3;8;52
a56ffcf5-a051-44e3-8514-ea3338d4c8be;40058f25-eca4-4974-a0ab-023a3f4fa963;4;53
ede7b9a3-a258-4aab-b83f-7a4d57887346;4feee231-d691-42eb-b97f-4dfb9756b8be;3;54
9d457a7c-1340-4826-b629-9f5e22ad36d0;c29707d4-b972-4ccc-bbb0-d5c65b61afa7;6;55
d99e77e1-f77b-49c6-87cf-95f8207e22b8;505b6966-aae9-458c-b099-68a616d1e83a;5;56
dbd48462-e1e8-474e-bea3-c5ed3298c989;400dea7c-1f8c-40cd-a654-78ce87c2594b;4;57
bad0592b-160d-43a2-bc4c-effbe8d925a8;84143cef-f79f-434c-8746-b3a2b1240bf7;9;58
4ea2933b-9a3c-4ad6-8710-320f19ee5198;be799e43-edf4-4622-8987-2d8d8d376cfb;11;59
37a20d12-35ff-4d56-bd9b-6e0884a0c42d;81e33208-9346-4adf-89ae-a3ccb1b034c3;7;60
ad9d33f2-fa97-48d5-918b-0def05003b2b;937a1cd2-f9d5-4ce0-a56b-a5a0061d26f9;10;61
5214e657-0a3a-4f0f-a67b-fc853b5a2507;98f260a2-a1c0-4a35-b960-07a2503a983e;6;62
a87ae69b-1f3a-4389-8cb1-3dd70ace64ed;d260a2d4-aa0d-4853-bf45-a3584223ebbb;10;63
8adebb64-7e9f-4edf-998c-35ec1cca2959;a6c34980-5782-4d67-bbf5-c2b236fa2e03;10;64
472f1b72-f886-4cee-9611-26c1c14588ec;a75baaa8-de74-455d-9a20-04f02a1fe11f;6;65
46193847-5bf4-4919-a75f-aaf9c978e16d;793bdfcc-dd5d-4251-81cd-9a5e6ac84b18;5;66
72264901-2676-4e40-a64e-f420c8b28989;01269e6a-e342-4ac3-8852-4ea0f400f266;8;67
aba4868d-0325-4279-8750-82185c346757;3916f4ee-c47b-4a65-a57e-e20a32ea8e47;4;68
2e051bed-223d-464f-afde-d0a92d697e03;cf6b5a56-df52-44d0-a7e0-faabf37b988e;1;69
4871f23b-ec74-4d05-97ec-0916c3773f98;a54b5021-b525-4bd9-a492-e9c2f70cf0eb;2;70
5fdf6817-478e-4b07-93a6-59e357e21ea3;88495f8b-f23b-4828-a1b7-3fbf65cef84a;7;71
ef1ddc8a-89a4-409f-9123-556d1fb5f377;e5aac081-7d5f-452b-8e48-afe1d70af138;4;72
065c2ee6-c579-4119-9128-aef0d30c311b;f8943154-ffa2-4b15-8c93-a97de67d5706;10;73
5c4ca02c-054a-4802-be66-7a5087a91e73;31390ccc-4eef-4ba0-ab47-a3275f4f7c93;1;74
f9cc9dad-3f77-4ebb-8dcf-b28eea518045;0f96f91d-03e9-454f-8fe0-5e1c9c73cd1d;1;75
ca1edc82-881c-4b40-b2e1-70d02df950da;33b60a39-58f5-4c5b-8e2f-676cfaa98a11;7;76
7b12ee28-a47a-4097-afdb-7d6d1bb2fb33;3b4aa432-4d02-4010-90e1-48c36a07ab6e;1;77
a0ba2814-6944-4cc8-806e-c5d8a44b44e0;99769a6b-ce38-4817-ba81-be18a5b4ce53;5;78
6c6112a9-801f-4469-823e-f004bf00b1a0;c551dc39-d780-488e-bb38-f73a62b5c19a;7;79
7eb9d14d-56f2-4e7f-87f8-9219cc05585f;837ca51d-c471-47da-a72f-e728bd938265;2;80
4f2cea50-44b5-4a97-83f7-97cf088b1c8d;0aa0d3ab-434c-4d03-a30c-bbc56070d0d2;9;81
2d01e9e7-c58a-4fc6-939c-e4e841b05e6d;19f7138f-9961-4e15-9190-d9f5cf002cfb;6;82
4e711c01-7b2b-4145-811a-8e21df16f517;b602e1f1-b25a-4474-9dd5-910648725fb5;5;83
aef2a89a-4a3d-4eb1-9c5c-110bd294f578;55308b6a-3705-4b90-8047-ace6d66b1e64;9;84
ee2722c1-c750-4237-93c9-ede39fdf0f1a;bda85252-3a38-4ea5-906b-850ddc1e19c2;10;85
ba93f342-93a2-4778-a98e-e777fe19b33b;995eb7f8-6914-4052-a824-b487de8d2eca;8;86
52ce34ff-ccba-4381-ad0d-fd1916e5f437;256395d3-03bc-4dd5-ad4f-e6a4a0405381;2;87
b1818930-1beb-4970-81bc-7fb08ff17746;c43a97eb-4529-42ff-bace-c7e0073141f7;7;88
643d919e-5727-42cc-a684-978629973583;daa5a57e-0d1c-4d94-9b24-c30b1dfe3e0a;9;89
764901a1-9eff-418b-a030-25394f469a52;63c0ac8d-2afd-4ad4-98c7-1b9c69407668;6;90
6ffc19fe-790a-4743-9a2f-06029be0f60f;e5684012-b926-4e80-8bbd-2136eb3034ec;5;91
1c4285fa-d9e6-443f-b3ff-8ee8f62ef60b;b9592c3d-c478-4792-8dd4-3d95f5e9fd50;4;92
a1f64855-3919-4c03-a2b5-cef989cef7b2;335f2867-b8f1-4154-9e49-55ea86db1e7e;3;93
1a9114f0-b46c-417a-93f7-1dfd2b3e3e13;15a3962e-8412-4b19-99f9-599445ff6210;1;94
1ac2933a-07bf-4fd4-8a7f-e4236b6f8d74;e646ab7b-a808-4543-8bbb-4f82136af1dc;6;95
cceddf12-8cee-45b6-92f0-309524f7eca4;1f785972-3fe4-4030-9544-cfb39dfeb345;7;96
28f7dfc5-b12e-4054-b84c-a17a799751dd;9d71dfaf-c79f-485c-8e2a-825668d5dcac;8;97
a65bb32d-4011-4694-98e5-8f2e496d41ea;d743e658-289c-4a3b-a64d-a1d02e6308e4;10;98
2dd949e6-a1a3-4453-9339-8b0a00522771;ea4b3984-abe2-45eb-91cb-2a57ecb728be;9;99
03d7fd88-9fed-455d-8a04-7ab09db4d6c3;6cde3600-6f41-4457-9f10-a96d064baf4f;6;100
cc34088d-e4eb-4e6e-9e4d-78eac10e5df7;26209e84-6612-4c5c-a2c2-c6e7c93c0b3c;9;101
818bc914-5583-4e49-9f06-d2307073daa8;66142f48-102a-49f2-a78d-a85d29527ab1;7;102
adef4f56-f5d1-43b7-bb0e-01bd4aaa1d02;4dc76ba1-3dc4-46c4-a5dd-a8dd5469df3c;8;103
9ffb5f4b-c7d8-4cda-9d0b-9a97008a04af;a44430a9-3264-4566-acd1-f124997bfbcf;7;104
5ba36214-f890-49c6-9634-324d5430e8ac;076cd652-3f9d-4a77-b317-7647f466c010;9;105
b1016bd8-43c3-4429-97df-cb7f08970aed;ba6b4d82-6186-4edf-9b80-eb36a28e6e54;10;106
0ab899ee-bcf4-4079-9bfd-e9ec8037fe55;7e023ca8-6717-4b59-b129-ab41b026e87d;2;107
dcba95c8-a36b-4ff9-8392-bf910d1a258f;5755a033-d361-4806-b0f3-e5cf3f22b80b;8;108
267c3acb-cf2f-4c29-94ad-4b93f047dea0;f506709c-f6b0-4052-9797-b3bd53cdd1d1;11;109
cd9d7ea7-498b-4175-ad00-994662cdcb07;0b5b1ed8-b97b-400c-b277-1c36a9f925ea;2;110
cad3278d-d03c-4d66-8f8b-ac1eec4d5580;efa33881-abeb-4d0b-b185-5e0c2b8b43f0;1;111
fda71dbf-ce6b-432a-ba6c-5f1ea03d3775;8aabf55d-256f-42cc-8664-8bd6a6b4bd2c;6;112
3e4dbc30-4212-481e-a8ea-aa467080fbbc;18b2ed85-b930-4203-a600-0b30ec9d4f18;3;113
d38f60f9-c11a-4c31-a49f-a8aad93052fa;0f220de6-da05-4708-a41b-1583afe46c45;11;114
196ba7ed-7ca4-4bc4-9692-3757bd863c74;1a794458-cf19-4304-9f28-85b772cb4fc9;8;115
30dad38e-127c-4769-a453-492e0e4b10bb;c9c639ee-043d-46ac-a72a-f6bb8c4f9d60;3;116
73428069-ef2d-4cd5-a16a-babf819e9528;5203e97e-4e00-42c3-906b-8f2c44e0df5a;8;117
4f529013-bae0-4a87-a7a9-bf822c219375;1740445a-e509-4a34-9a29-e803dcab1276;11;118
bfd461f8-f29e-4714-8fe9-11cdaeb8b873;cbcdc359-d823-4aaf-8006-f7e02bacc60c;5;119
80ff5474-1b95-4047-91db-73a6bd0c8a84;a5047ae3-1ec2-493e-be06-a7785f586f82;4;120
c6baa0e6-12aa-486c-b5c3-36d83a383ed4;3ea503f1-206d-4612-a0fc-895b9cb02526;2;121
ca47b657-3004-4c10-9075-b1212f38474e;513177af-d5af-4f00-8bb6-cfe34c124de8;6;122
0ad58be4-7744-4079-a185-d1adfbd859c5;25ffaa1d-7591-4ff9-8581-17928905fa77;3;123
111a29a3-afaa-463e-805d-f43a34b3c7d5;656ed236-7d54-4f8a-9d24-e4937b584a03;11;124
e3ab5c1b-d300-4010-abfe-2ffddae52bec;e369ff21-1e4a-4b20-a246-55e83c17101f;11;125
4d55094f-fb9c-43a3-a805-9d28c82a09a8;8a238098-f2fe-4ef9-ada4-eb7a7c471a29;11;126
6f941ba6-af6b-4de6-91b8-7a5cea013f2f;b6c9c271-47c6-4327-835d-d85fcd02f7fe;11;127
8c6a7af8-b674-4cd7-b2dd-87df712f6827;f0883431-bee4-4f99-b48f-d518a9e144d8;6;128
a4c5c9b6-5223-4c4d-97b7-2dcd32296b22;d3735d12-ac6f-476f-ab77-99e3b22df536;1;129
9d22f74d-6b23-4540-b0e0-e1cbc47a23dd;03b8db54-258c-406e-a3d0-ec54292540ea;1;130
52311e62-078c-4f37-9a53-dc76e22aa89c;637d3fb0-275d-4459-9bdf-a0f8c9dae3a3;1;131
af48ad95-d568-4dc3-9a98-640234600e95;46502372-f826-47c1-895c-fb1e83fbc65b;8;132
bef2a295-22df-4932-b37e-36a1781b3162;86ab810b-29be-4983-b96d-2159eae2ccf7;2;133
e8983a3c-7287-428f-a058-be46540b9b24;c4eb2198-d446-4571-87c5-f8eced34c810;3;134
73c80231-76dc-4be1-827e-7a72aa9136b9;e19e69a9-3728-4a26-81ef-28e770f49c5a;2;135
dff826fd-b1a2-4577-a807-569f5e52b244;a70b1dfe-915c-4cf6-84c6-a41c7f328a9c;11;136
fc775eca-5c7a-4673-8840-fdddde76e8a2;6c901d08-0ff7-4a6e-9906-94c9f1eb1ea1;9;137
6777a1e1-a51a-4ad6-b00a-265f5e7cb871;6c97af21-c557-4076-9bac-f36f55345a2f;5;138
45d9d795-04ea-4643-a529-f56438ad0461;ac13e38c-ef14-42ad-9e11-d78b73356adb;8;139
15164ef7-c9ae-43c4-ab02-5d2a0f39386c;4a0308f3-62a2-458e-80e3-16be7dc9d792;8;140
bd73394d-fb65-4023-8852-f0671e490366;88495f8b-f23b-4828-a1b7-3fbf65cef84a;11;141
d5d6c0bb-548e-4c96-9851-12ed35b45a7b;c7a29d08-f110-4285-8387-ec12e4ceab4b;3;142
ce77a3f5-208e-4f81-a7b9-be8936e18234;52ba39c6-6042-463d-9d32-e118ef6e1664;11;143
bf3e082b-cdac-4fa3-9c00-335967dc8b11;3a0ae671-56dc-431d-b609-2d3bab046838;4;144
706f0aee-1c79-4fe2-98cc-2125c3c7c041;b657ba4a-c29a-499f-9bb5-2fcf74e1240c;2;145
114df574-4acd-469e-ac5b-252ec43739d1;8d47906c-2292-49a5-a9c0-cbcfb8bb2d56;7;146
53a195d5-6aa5-411f-a327-8b019e234b9f;eb7d63c0-64ef-4944-b6a9-ec16aef7f372;4;147
030f0982-64f7-42e8-94d9-751cbdb48038;ccf2c48a-f44f-45be-b8df-fb0e1c2e778b;11;148
0a9532b5-6cc7-4dff-a2f3-932e1817b016;06faf4dd-2d7f-4419-ac78-18d60e789080;2;149
d2178413-8a8b-4712-b6e6-9c3626f14cb5;5f286a21-8099-46b5-bd4b-4f73fc6a1e38;7;150
66eeff85-cf66-4465-8de9-023333566a1c;7b2ba626-8cfc-45fd-b4c0-ad60475c12f8;7;151
59fd2f7b-d6d9-465f-8e3c-6f91ed53cfe8;f8ddcd54-056d-4d91-8251-e5d40d8a416f;3;152
04d0f4a8-6377-47f5-a572-b9f9d1cf2da0;7b6b8cd0-68c2-46e6-8450-c7e3587b8988;1;153
c5fc36bd-85c3-46ee-81c6-71d8cce14d2d;7b26f05b-a4a1-4967-8809-9e4ecf32b45a;8;154
e4205167-9b4e-4363-8c05-7f0f8a27e623;16204da8-6a10-473b-a512-82c2b89f1ff0;7;155
8b5aa8b6-ae69-4891-8555-84d45fcaa434;b4d12720-9755-46c4-8eca-8458ef791d12;11;156
c3ac7aaf-1ba7-40fc-ba5d-8e1dda9b5515;dbcdd1be-b183-4059-bb9c-0534d80aff96;3;157
4c5986f7-88d3-45b3-be9d-caa7569de633;6c9ff391-2623-4861-b948-b54a723efd22;1;158
35258ab1-91aa-4833-9edd-b7d030361949;a535d878-25bf-494f-ab58-cffb5d7d7838;3;159
8c4aadd3-61ec-4e54-a333-78b9b659010b;62692417-eaf3-4968-9d4d-efb1f64c44b3;3;160
e3466711-1974-484b-9434-3db6eb971d09;5e4bd02f-511f-4d54-929c-6dc893878af9;10;161
93718da7-1d2b-4649-a044-2ac9533afa49;8f7b9220-9b99-4f1b-9a9a-01caca12dbe7;3;162
7f138ade-6af5-4bf4-a457-dc81960c631a;b6359eb0-7fee-438d-9d39-8684d6d9d8e2;9;163
c170adb5-0eb3-4c78-b8fe-7b10af801533;b1bb9745-a0d2-4f80-aec7-6ab3c4006b96;11;164
ed158c2b-e29e-441f-8997-c337e0c622ba;77b2c776-b968-4451-b6c2-94dbb40a1bf7;3;165
9d10f8c9-0ab8-4683-b8c1-8ff4c3229662;4345e63a-1e06-4131-b98a-facccd551b16;8;166
fd9de2b3-26b6-4113-b2d6-6990f10d103d;b23cf0bc-a7c0-461e-89cf-19c9a5fee8c3;9;167
f1b630ac-4860-4cc6-8340-b4b19a66de1c;6387ec72-1e41-4245-b4cd-0bc79c749007;10;168
30302393-ea43-4f87-8b70-1ca06d7425d3;257f4c42-97d0-4f70-81dd-5ff7b8d92655;5;169
66d79fd8-3e65-4a63-bfa1-585cdc1fb6ce;bb00a8cf-691f-4d65-accf-d1c20bcb22e5;7;170
2bb49506-8e63-409c-9b7a-a94253d1c71f;7ff5abbd-b1ff-4fd6-9aa2-6b96bb78f27b;1;171
f5ae7a20-526e-4e8c-9754-fe8c53412c6a;6a0443be-4334-4352-ab2f-f306ff67a7a3;4;172
419686e6-2d2a-470a-93f7-d5060726b6f5;ee34df61-e075-461d-a805-7d5c119e21ab;9;173
47d4266f-55bf-4420-80a8-ece462d5dde9;6bf104b1-e7b6-4b88-8a19-417cc0f0f015;7;174
4873b39c-77ce-4714-b523-4a644cdd837d;c2231dda-a233-4431-9c14-2fc182282b63;10;175
469100f7-15a4-4a73-b3ce-104c6f94e17d;12b33f45-745d-4ecb-be56-9d4e31150a3e;8;176
eff59bd1-26ad-4f61-a56f-ca853d1ec920;a4d0fc40-8709-496a-82fa-777651dc511b;7;177
f4702077-62c3-4028-b0a1-5f235460d5d3;81e33208-9346-4adf-89ae-a3ccb1b034c3;8;178
cc95b6a0-ec9c-4d02-8db2-1d20fddc9f0d;430d0ba6-2343-40a7-b7d5-8a0914b573c3;3;179
afcc6af9-bd8d-41db-96f4-95546a9f249d;8c80fafe-9769-49b6-ad97-ac9fae7604d0;10;180
21e2c6ee-7fe5-403c-bb0a-98e128829af8;e8ac2b36-2e0b-4d13-b52b-9ca65739bf91;2;181
2582b55f-cd95-4093-842b-5ebd4df4fd95;0fe6b970-2977-47c2-a6a5-d8ec22f6a604;9;182
1ba03aa7-a033-4e16-9728-e1240ca79af8;9c291194-56ec-4e8b-a416-19ff43acf72c;9;183
b4795ad1-fab5-46d3-b2d8-070f73673a8c;6f80d90c-29bf-4535-800c-60045cb689ee;9;184
8115aba4-7133-4c93-baec-42d237ca33eb;ed60ec4d-7384-4993-b15b-55ef09414935;2;185
1869e012-2187-4f68-b8c0-bfe011778523;36318554-45fb-4f66-a0fa-70c87751fd0d;2;186
93e9d23a-f629-43af-b83e-bee1abe9e4c0;062153c5-a635-4588-9c9a-59abbe64736d;9;187
8e4e50e6-cd99-4a63-a73b-af18928a744d;258a9b28-402d-4062-b0c8-571ff124a037;7;188
ff34fe91-d0f9-4340-b200-ec9f5a6fdec6;1aa301f6-3632-476a-8e7c-56fb04b9b7d8;6;189
25535324-7375-4587-ba7c-249caf6a9347;0c7ed350-33a9-4744-ba46-a486bb6a5156;1;190
0a6b925f-290e-4106-bb1d-74dcc69891a7;d82b978f-ff6e-4951-b857-1aedd27c329c;1;191
8c4e1ed7-d2a9-4a57-9a67-1b3d1615d888;205adcd5-0878-4a12-b7de-2558af216a5c;8;192
f9cf5786-3e98-4f44-a962-45afc60821cc;ed60ec4d-7384-4993-b15b-55ef09414935;8;193
174c2926-e1cf-4f09-a0ba-19f9267eba67;dd1fea28-ebcb-4807-b3fb-d3cf7347db34;7;194
1fee3721-30fe-4d8a-bba4-8b730eb04e4d;58242c5c-9d84-4b8f-91f9-c56c209fb936;3;195
0cd7d5cc-dbb1-48b1-8e4c-20c6f0a6df77;a729561d-47a3-4b9d-9f9d-82a58df7f5eb;5;196
87173e37-e098-4fb1-994c-f84d20206abd;1befa109-4f93-44ee-b693-5a34b9afcd8b;6;197
1c2fd9c3-2ba7-4c79-a6ac-d108c9c5d4b2;b537b6c9-0eba-4760-8618-9e233c93ed0e;10;198
99401cae-bae4-4e74-9be9-0c7ea5c2a830;4fa17465-63a4-46c7-b54c-73de42de91a1;10;199
6597c54b-178f-4307-80ed-846ec4a584a5;f6476c6b-b807-462c-9712-742a1a5a716a;9;200
aedbbe67-e55f-44ae-80be-73c7212e6d2d;ef8e0cae-bf53-4d0b-9be5-6ae7b8616ee1;10;201
05f3a5f5-c287-4cd4-9d6b-baa8829bd412;d260a2d4-aa0d-4853-bf45-a3584223ebbb;8;202
ec934f62-aca8-407f-98b3-62eaf7c9e3f3;e97c1036-d664-42c8-a38d-4c6f191aa665;7;203
eed9bd1e-8ce9-4e21-9d57-4af0fb8c84e3;ba8e111d-acec-4d4e-96f5-903e475ec913;2;204
b6b83eed-0887-4878-89bc-721c00052d7b;09044d2a-1664-4f2b-8718-c7dd7ebf42a6;6;205
bda5513f-5d14-41c5-8122-9300970ac6f8;d021d74b-226e-46dc-9be0-3e6495fda8cc;3;206
bf62625b-79fb-4fb2-9697-f783ce65bd45;2ef2fd1c-eaf2-4a37-b30c-9cc4ea330fb8;3;207
a7761dce-50e3-4916-a60c-11d14e46ebd4;a4debccd-eb4e-45b9-a956-481dcd7d1bf2;2;208
67cc583b-fae7-48ba-bea5-ce5fe47d56c8;77978949-81f4-4ff6-b88f-8e2fd6d2f17b;11;209
ad0127de-d306-4a14-8ea1-972f0434115b;5ec08e6b-446c-4a64-af45-67463b94f774;9;210
1d3ce316-bb67-4145-89f8-2856b6009c45;e622e0d5-74fa-442f-8f4b-83318092bbdd;7;211
ee58c461-9de4-4b81-b204-8cb832701b7a;bda85252-3a38-4ea5-906b-850ddc1e19c2;4;212
98c36dff-1c7c-4c32-a655-4779ffc0c4d4;e3135890-e0ea-47d5-b36e-54465b6ebdb4;9;213
db0568af-7753-42e7-bfa2-d4b84b551d32;005fbb5f-3549-41cd-a6ba-6c18b3c3bd3c;5;214
ef83e3f0-7d7c-48cb-8c81-ff6735cd601d;8efca4e7-5998-4001-af1d-7d811caf7ee1;3;215
31fa1e94-612d-4ebf-96ae-9b11450f68c4;5a4abe5f-6595-43de-921e-79f5a29cfccc;8;216
a7e1f9f9-a99d-4ba5-bd2e-25fc3fb8d02d;1cc5765f-c8e2-478a-a786-11739bb61361;4;217
1faaa245-23e7-41d2-967f-3f143657e289;b5107a93-32ae-4a54-8d39-d11c609ee58e;1;218
c50c86e8-86a5-4b26-b360-539c58598fa9;47ca5906-904b-4166-a407-3dae023934f7;9;219
f741a9fc-aba9-4a35-8e9c-e56e55c04db7;5f5e1a34-46ac-45ed-b665-07840ac9d014;5;220
924f4e82-0325-4d7b-9593-99678bd0719c;71dd9df3-19d7-4697-bdf8-d9f58832c83a;9;221
f816fb9e-debe-419a-8a69-5f50927f2123;7f059b1f-dc02-431c-8733-5c689272bd4a;9;222
df1538d3-71f0-4fed-9cdb-30fd811163f8;7dcfc4f6-1b78-4c3a-915f-c9dbd7ed5572;3;223
814bf41b-475c-4691-9d84-411a9e62b686;c4957d7d-5d18-49b0-8503-ad85b742e8f2;9;224
5fb21356-87b5-45bc-b498-3a21796ded0f;656ed236-7d54-4f8a-9d24-e4937b584a03;3;225
23804b9b-8458-47ff-aa28-d0f09652a74a;c89309b0-9a56-4c40-97e5-06fe748c158a;10;226
5ef37929-6587-4c01-8ea1-ae61e5608a38;31533e2a-0e09-4cc2-b35e-0bc10d1107ef;5;227
f9585d1b-a999-4386-b40e-bc9eaee97359;9ee8e8c8-3f68-4831-b809-edfbee3856bc;8;228
a2f56d1a-2013-4ee8-b6e6-a65618cd0995;cba5fe58-7852-43e8-b33b-96935208bbe7;11;229
79b3df86-0e91-4e0c-a2eb-162ece69bf46;0fe6b970-2977-47c2-a6a5-d8ec22f6a604;6;230
a292b4bc-34c9-4f76-866e-45daea582a42;4fe8b340-151a-4af6-9f13-fa4c6f5d2d25;3;231
d4ac0d3c-3ec3-4f08-8777-92aa6ec31e9f;4e3c3dbc-27ef-4aa1-a166-f68788c27ee0;1;232
91e0d751-d601-4d0f-b095-1fbc0925a0f9;9d642cf6-ba03-41ce-a82a-3138ff12037b;7;233
0d0eab43-ffb6-4111-bd5d-58fcf2fbf492;d44711eb-86ab-48bc-a848-8f44f6b69e43;8;234
c33521da-c506-4a6a-9c16-132fd3add4b4;9ac2ed3c-a424-4fb6-abc8-445abc6e0d2e;7;235
132ca4d3-87e1-4ecf-aa42-40d78d57f114;2de687d8-0468-4477-946e-23c12ee0a9cb;1;236
78d0cfe6-f98e-4c59-ab07-1a0344f81536;9a4be6f6-52d8-4cbd-9e3d-830fa390ccbe;9;237
