id;rating_id;number;class;date
27890b19-43e8-45d1-a6b5-721b43b3f55b;3a235ab0-b9cf-4512-9026-ff0f8264dc89;5;7;2013-02-23 14:05:23
4ba0c061-2640-480b-bf18-dd20bc316dbe;3a235ab0-b9cf-4512-9026-ff0f8264dc89;6;7;2001-10-02 12:02:23
c746e210-d66b-4b6d-bb8d-8138ac638d08;3a235ab0-b9cf-4512-9026-ff0f8264dc89;7;7;2008-11-24 16:02:23
dbbf464c-460b-4c5d-9130-5e2ecf8d2009;3a235ab0-b9cf-4512-9026-ff0f8264dc89;8;7;2015-12-26 18:02:23
cecfaa9c-3609-4c26-9ae8-caf96fa73a49;3a235ab0-b9cf-4512-9026-ff0f8264dc89;9;7;2022-03-04 14:03:23
f4f848cf-8502-46b7-bdda-7faef70c30c4;ff20c434-6e7f-4984-9830-66537abab0c8;1;1;2015-04-21 18:02:23
5679a63b-099f-45f5-a2e3-e71cd4d33c3b;ff20c434-6e7f-4984-9830-66537abab0c8;2;1;2008-08-28 15:01:23
6076af56-5882-45af-8ab5-7e124c467c49;ff20c434-6e7f-4984-9830-66537abab0c8;3;1;2020-11-19 16:04:23
ab28f781-cf48-4332-9361-632329fdc480;ff20c434-6e7f-4984-9830-66537abab0c8;4;1;2003-08-21 17:01:23
92652c23-3aaa-42d2-b2a6-3b44f283a174;ff20c434-6e7f-4984-9830-66537abab0c8;5;1;2013-01-04 09:06:23
5e76d016-1c68-41c6-8bef-4fefeb98fd5e;ff20c434-6e7f-4984-9830-66537abab0c8;6;1;2018-12-23 12:06:23
6884f0e0-6b52-4770-955a-c18971793384;ff20c434-6e7f-4984-9830-66537abab0c8;7;1;2002-03-27 16:03:23
5a0b8b1a-13fc-43fb-80f0-0ddd00bbba7d;ff20c434-6e7f-4984-9830-66537abab0c8;8;1;2023-04-07 18:03:23
6286afac-164d-4031-b55d-6567a17e0b44;ff20c434-6e7f-4984-9830-66537abab0c8;9;1;2023-08-23 09:05:23
bcd70ae9-3af6-4629-bab6-09c2ac59e467;7fde537c-7f0b-4bc6-85b9-c07abb545230;1;6;2022-11-18 18:05:23
9d7a273e-a869-4c03-865c-9bba1430967a;7fde537c-7f0b-4bc6-85b9-c07abb545230;2;6;2019-12-23 19:03:23
5c9e19c0-44f7-480c-a9e0-2df25dedc62c;7fde537c-7f0b-4bc6-85b9-c07abb545230;3;6;2015-07-14 10:02:23
e216869e-4030-45ae-bd7f-109953ff2a2b;7fde537c-7f0b-4bc6-85b9-c07abb545230;4;6;2018-06-03 13:05:23
e33a44ac-3c9a-405c-8c11-587c48a0884d;7fde537c-7f0b-4bc6-85b9-c07abb545230;5;6;2014-12-27 10:02:23
750d91d9-e51b-4882-b7ba-086a90c4b99b;7fde537c-7f0b-4bc6-85b9-c07abb545230;6;6;2020-04-13 17:06:23
0d720bfe-39a6-4d14-a54b-0ce958d6751a;7fde537c-7f0b-4bc6-85b9-c07abb545230;7;6;2017-05-07 14:02:23
2a89d1ea-7235-49b1-b0fc-7a82bfbd72e8;7fde537c-7f0b-4bc6-85b9-c07abb545230;8;6;2019-06-21 10:05:23
3bd2ad11-f86c-4d66-a172-0204b6e74bfa;7fde537c-7f0b-4bc6-85b9-c07abb545230;9;6;2008-06-21 14:04:23
c161e634-627c-4389-b603-43a97061d0b7;f2415b18-7a84-4faf-bc2e-a479ff3ca0da;1;9;2020-01-08 14:05:23
00f9941c-258d-4d63-a6c0-e6c1b1ca455a;f2415b18-7a84-4faf-bc2e-a479ff3ca0da;2;9;2003-05-27 08:02:23
390d5350-ab50-4e0a-9f75-bc6a889ccc21;f2415b18-7a84-4faf-bc2e-a479ff3ca0da;3;9;2019-07-01 18:04:23
ddbc6ca7-6610-4be0-97da-62dad2925252;f2415b18-7a84-4faf-bc2e-a479ff3ca0da;4;9;2019-03-27 13:05:23
a95e5baa-98ec-4fd9-b319-0b4b01c5f90a;f2415b18-7a84-4faf-bc2e-a479ff3ca0da;5;9;2021-09-15 17:01:23
3cc5a25e-1b0b-42f8-b378-adb8ca44176f;f2415b18-7a84-4faf-bc2e-a479ff3ca0da;6;9;2003-04-09 10:02:23
c3df1a41-94fd-4824-b1ef-87422fc39a1c;def3dda6-284e-46ce-ba6e-11a67e6c601b;1;8;2020-07-13 17:03:23
aa0d6764-2c96-4a3a-9f39-316eceb1b20f;def3dda6-284e-46ce-ba6e-11a67e6c601b;2;8;2013-03-01 13:04:23
9109d09a-11fe-4da3-9250-5ff1a7c0fb06;9d2d33ec-a5a5-440d-961b-78aada76b14c;1;3;2010-08-11 16:06:23
561776b8-3b9d-40e6-b80d-eda87ca3777f;9d2d33ec-a5a5-440d-961b-78aada76b14c;2;3;2013-07-07 09:03:23
80c12125-5281-4107-ba7f-43c48a108954;9d2d33ec-a5a5-440d-961b-78aada76b14c;3;3;2019-07-11 15:04:23
59ae3a58-ca82-4c01-a04e-7d34fa7d14d7;6d26efab-af9b-45da-96ba-f072d09a893e;1;5;2009-10-02 11:01:23
2c1f9680-5d8e-4d7a-bd59-d5a5bcecbc8f;6d26efab-af9b-45da-96ba-f072d09a893e;2;5;2022-12-27 11:02:23
e7bc2dfe-459d-4c2f-8bce-6493fd14c2f6;6d26efab-af9b-45da-96ba-f072d09a893e;3;5;2012-07-21 08:06:23
d018dd5e-ef63-4298-8e50-6a138cbb43b6;6d26efab-af9b-45da-96ba-f072d09a893e;4;5;2009-10-18 17:05:23
cd11dc59-4f3f-43b5-bdda-f1c2818ebdb2;6d26efab-af9b-45da-96ba-f072d09a893e;5;5;2014-12-20 12:03:23
8ac65643-e0aa-43ea-9d66-17d2884fd1e4;6d26efab-af9b-45da-96ba-f072d09a893e;6;5;2012-12-11 15:01:23
982a745a-c09d-493a-a1e8-da424480b32e;96b173d5-6489-4a34-a616-1fa6adfe4585;1;1;2016-04-14 18:03:23
11e9a16b-2f00-4451-8517-ea5d07d58e27;96b173d5-6489-4a34-a616-1fa6adfe4585;2;1;2005-08-11 19:02:23
32996eb8-efc2-4f66-8fdd-dca052bc20eb;96b173d5-6489-4a34-a616-1fa6adfe4585;3;1;2008-01-20 14:06:23
96d5199b-d861-42f9-89a0-81ccede69c8d;96b173d5-6489-4a34-a616-1fa6adfe4585;4;1;2020-07-12 19:06:23
811da840-6756-43ed-9ae3-3ce602c3ea73;96b173d5-6489-4a34-a616-1fa6adfe4585;5;1;2022-04-11 13:05:23
7bc0d3a1-a1ac-4c26-8fbd-7928b5ad51e8;50d69af4-34e0-45a0-b745-fa30030a9c5c;1;3;2002-01-26 14:03:23
10f0d13a-7658-44cd-a8a4-6fd43325ba76;50d69af4-34e0-45a0-b745-fa30030a9c5c;2;3;2023-09-09 10:04:23
a9521d0e-141a-4890-946a-d81fcd9e089d;50d69af4-34e0-45a0-b745-fa30030a9c5c;3;3;2011-03-15 15:04:23
192e4deb-1324-48d2-bb9c-4d4189220472;50d69af4-34e0-45a0-b745-fa30030a9c5c;4;3;2019-12-26 08:02:23
818b4b10-e59a-454d-9314-76cbc6db748f;50d69af4-34e0-45a0-b745-fa30030a9c5c;5;3;2003-05-23 10:01:23
e5586b38-0fca-4335-bb4f-cd1eeb6eaab1;50d69af4-34e0-45a0-b745-fa30030a9c5c;6;3;2020-11-05 17:05:23
0f4d7db8-0584-4a78-8976-ed6b8eb3655d;50d69af4-34e0-45a0-b745-fa30030a9c5c;7;3;2012-04-06 09:06:23
66f56c3f-75f3-46f9-9cc3-fb41f3880440;50d69af4-34e0-45a0-b745-fa30030a9c5c;8;3;2003-04-09 19:03:23
90d08c6f-185a-4dfe-938c-d58e43c69168;481ccf74-7a04-4570-aa6a-9db2794aede9;1;9;2001-02-25 17:06:23
0886630b-474f-4956-8221-36b7e8eb98b9;481ccf74-7a04-4570-aa6a-9db2794aede9;2;9;2013-03-21 11:05:23
405e681d-7902-4254-8cd5-a24d56c007be;d2cfc863-b0af-4e7b-9694-86e8f4f11731;1;8;2000-06-27 08:02:23
ca17606c-25b2-4f35-8bd7-fe8382e0acb1;d2cfc863-b0af-4e7b-9694-86e8f4f11731;2;8;2020-05-20 17:01:23
ee8b7057-fa89-4396-aff9-267304dc181a;d2cfc863-b0af-4e7b-9694-86e8f4f11731;3;8;2000-08-13 10:01:23
857fb34c-dd52-46f4-a393-7c8d5668e5fd;d2cfc863-b0af-4e7b-9694-86e8f4f11731;4;8;2000-11-14 12:04:23
5dea4fd9-eb18-45c5-ae1e-2896d987dded;d2cfc863-b0af-4e7b-9694-86e8f4f11731;5;8;2006-05-16 16:05:23
ec8308fe-3f00-49df-81c4-10b2ad13da9b;d2cfc863-b0af-4e7b-9694-86e8f4f11731;6;8;2012-01-04 12:02:23
535ec210-1aef-4e12-ba66-d1ba72347641;d2cfc863-b0af-4e7b-9694-86e8f4f11731;7;8;2023-09-09 14:02:23
aadb30b7-4bf0-4d13-857a-952fe07dcaf4;d2cfc863-b0af-4e7b-9694-86e8f4f11731;8;8;2006-12-09 15:01:23
03cd13ec-888b-45f1-97a9-d2111588342e;d2cfc863-b0af-4e7b-9694-86e8f4f11731;9;8;2020-09-17 12:05:23
8273f3a1-d5c4-4de4-b7f8-002794af3299;d2cfc863-b0af-4e7b-9694-86e8f4f11731;10;8;2013-05-10 13:02:23
a6e28279-683a-42d2-9850-61a9aabf969d;521bd2f3-65f6-4d4c-a427-23bc0a11e20d;1;5;2007-01-22 19:03:23
1bc108cf-b0ed-4614-8076-066693cc9aab;521bd2f3-65f6-4d4c-a427-23bc0a11e20d;2;5;2021-10-20 16:03:23
c604a104-c53f-4776-ac10-8061f5d3f28e;521bd2f3-65f6-4d4c-a427-23bc0a11e20d;3;5;2001-02-10 15:06:23
e5d35a99-0337-40a1-ba52-9f05bb30fdd2;521bd2f3-65f6-4d4c-a427-23bc0a11e20d;4;5;2018-01-01 12:03:23
5d98c25d-88dc-498f-84d6-a2c89005e6c2;521bd2f3-65f6-4d4c-a427-23bc0a11e20d;5;5;2003-02-28 15:03:23
86502019-a37d-400e-a881-428b450a0efa;521bd2f3-65f6-4d4c-a427-23bc0a11e20d;6;5;2006-02-14 11:02:23
581650a5-cbde-458c-b2d7-23ce09a27861;521bd2f3-65f6-4d4c-a427-23bc0a11e20d;7;5;2018-07-19 14:04:23
082d33c4-3aea-4590-89ea-ae2c4ac7136d;521bd2f3-65f6-4d4c-a427-23bc0a11e20d;8;5;2009-02-11 15:04:23
2a6e95f2-73be-4944-a093-10af6bf7991a;e341c456-44f4-4254-8b29-33f43b7526b5;1;8;2016-11-10 08:03:23
ca5c41fa-42ae-44be-a433-6684e06d2f91;e341c456-44f4-4254-8b29-33f43b7526b5;2;8;2007-06-20 08:05:23
5af960f3-4dab-4693-8efb-26b27cde6977;e341c456-44f4-4254-8b29-33f43b7526b5;3;8;2013-12-20 08:02:23
91658c54-f451-4408-becf-2884fedc837b;55a2b458-f4aa-4716-8af8-25f57cc71b58;1;6;2006-12-18 09:06:23
b3fb88f9-1df9-4ec9-8578-18c05faff9c4;55a2b458-f4aa-4716-8af8-25f57cc71b58;2;6;2004-01-03 16:04:23
8874acdc-7a2b-487e-9778-3ae0ff44516c;55a2b458-f4aa-4716-8af8-25f57cc71b58;3;6;2011-09-05 10:04:23
3c09c0a5-0cbb-42b2-9ce7-29cd04a592e5;55a2b458-f4aa-4716-8af8-25f57cc71b58;4;6;2019-07-05 14:01:23
7cbac39f-a010-45a9-94a5-36480ea1a1e8;55a2b458-f4aa-4716-8af8-25f57cc71b58;5;6;2018-07-14 14:04:23
63e03086-5303-48a8-a2af-254e0d4f22f7;7d68daf5-5b51-40df-847d-c84712c8390b;1;10;2011-03-10 16:06:23
cc9df0b8-37b2-449e-9922-17237a608f7a;7d68daf5-5b51-40df-847d-c84712c8390b;2;10;2022-10-23 10:02:23
521d100b-34b3-46f6-ae33-9e0620c373f6;7d68daf5-5b51-40df-847d-c84712c8390b;3;10;2014-01-28 15:01:23
6832c55a-d6cb-4a7e-9251-f4a5d3d0e3fb;e1d4ce4c-7276-46d8-a659-eff60892d3b5;1;1;2012-12-28 18:01:23
38a49045-9e0c-4d11-9abd-4ce351fbfe04;e1d4ce4c-7276-46d8-a659-eff60892d3b5;2;1;2008-09-11 19:03:23
06eae886-0cfe-4511-aee0-261fe1c8422b;e1d4ce4c-7276-46d8-a659-eff60892d3b5;3;1;2021-08-14 08:03:23
48541b75-d723-4b3d-ba15-b661aa6d1a5a;e1d4ce4c-7276-46d8-a659-eff60892d3b5;4;1;2019-11-16 15:05:23
299161e6-72e3-4b5f-9d63-057813ceeba3;e1d4ce4c-7276-46d8-a659-eff60892d3b5;5;1;2013-12-01 17:02:23
d04372cf-9e18-40df-9ab8-c1e494257ce2;e1d4ce4c-7276-46d8-a659-eff60892d3b5;6;1;2023-12-26 09:02:23
f3f9d485-fcfb-4f57-b018-14d053fdacbc;e1d4ce4c-7276-46d8-a659-eff60892d3b5;7;1;2008-04-05 17:01:23
4c46d18c-e222-4284-a1b7-061f49e94d2a;e1d4ce4c-7276-46d8-a659-eff60892d3b5;8;1;2014-04-21 18:01:23
b498b0af-6c94-4aff-bb8c-6b3c79116125;e1d4ce4c-7276-46d8-a659-eff60892d3b5;9;1;2007-08-25 12:01:23
032cd66e-2980-4b53-b7e2-68abde1279aa;e1d4ce4c-7276-46d8-a659-eff60892d3b5;10;1;2010-10-23 14:06:23
c8ee5f81-4186-4620-a89b-d846e2864abc;bbc63e93-c5ad-4285-9095-e3fea8f8c3ed;1;9;2000-01-05 12:06:23
60a036fe-fc9d-4e36-9a4f-b8182305d61b;bbc63e93-c5ad-4285-9095-e3fea8f8c3ed;2;9;2008-05-03 16:03:23
e732d6c4-b125-4b17-ac55-73f2d0205510;bbc63e93-c5ad-4285-9095-e3fea8f8c3ed;3;9;2004-10-21 15:01:23
8910f44f-1d88-4c73-88d4-05fa86f28ac3;bbc63e93-c5ad-4285-9095-e3fea8f8c3ed;4;9;2021-09-22 14:01:23
2299404b-fad1-4525-8da1-42cbd3e43c1f;bbc63e93-c5ad-4285-9095-e3fea8f8c3ed;5;9;2001-12-04 13:06:23
14880676-b69a-4ad1-908b-d48320c1d191;bbc63e93-c5ad-4285-9095-e3fea8f8c3ed;6;9;2015-07-23 09:03:23
45a3b4fc-8a53-4277-80c8-6187757f5c0c;bbc63e93-c5ad-4285-9095-e3fea8f8c3ed;7;9;2007-11-21 19:04:23
dbe07980-07c4-46de-8d60-d66c3d8ff522;bbc63e93-c5ad-4285-9095-e3fea8f8c3ed;8;9;2018-07-05 15:05:23
4689c58e-fe73-4a1b-983c-e7a6ffa7ba03;bbc63e93-c5ad-4285-9095-e3fea8f8c3ed;9;9;2014-12-09 12:04:23
45e44770-b1d9-4d4c-9578-563356dcf195;dd798d2f-88c9-400f-bc98-196e3127d931;1;4;2012-11-24 08:03:23
c9cd5696-d009-48d1-811a-c896f860cdb8;dd798d2f-88c9-400f-bc98-196e3127d931;2;4;2000-05-15 15:02:23
f04f8a45-4293-44e9-8214-ad8174179271;dd798d2f-88c9-400f-bc98-196e3127d931;3;4;2004-04-03 10:02:23
5b2a8754-c999-4df0-9f51-fca6818be418;dd798d2f-88c9-400f-bc98-196e3127d931;4;4;2012-03-26 14:06:23
e61cdba5-a609-4718-85c3-677a8f6ce191;dd798d2f-88c9-400f-bc98-196e3127d931;5;4;2004-07-21 16:04:23
072932d2-4091-418b-bc27-8444c2406f8a;dd798d2f-88c9-400f-bc98-196e3127d931;6;4;2005-03-17 11:02:23
fb708d8d-2f00-4351-90d8-ecba3c25dedf;dd798d2f-88c9-400f-bc98-196e3127d931;7;4;2017-06-24 18:02:23
bfdd286a-5b43-48d1-ab63-9feb0b22d800;49f71255-7d6c-44c6-84c8-0296b6d42bbe;1;11;2000-04-15 15:04:23
d63889a2-66c5-4c39-9a0b-72d2ec223a79;49f71255-7d6c-44c6-84c8-0296b6d42bbe;2;11;2005-05-06 14:05:23
e61eb42e-b639-4c8c-b7a3-d4878f0e4c91;49f71255-7d6c-44c6-84c8-0296b6d42bbe;3;11;2014-08-07 17:03:23
29416395-f3b3-4db7-af95-76e1f142c6df;49f71255-7d6c-44c6-84c8-0296b6d42bbe;4;11;2011-05-07 14:05:23
ece53284-652b-436b-8823-ed0681881876;49f71255-7d6c-44c6-84c8-0296b6d42bbe;5;11;2011-12-12 16:05:23
9ae1cf71-c3db-493b-a96a-caadf5f0acbb;49f71255-7d6c-44c6-84c8-0296b6d42bbe;6;11;2017-03-24 15:04:23
d786b7e3-d461-406f-b70b-277b1a64d045;49f71255-7d6c-44c6-84c8-0296b6d42bbe;7;11;2018-11-25 13:04:23
0beb3531-aeb1-4ea4-8153-331207da7e3e;49f71255-7d6c-44c6-84c8-0296b6d42bbe;8;11;2011-11-14 18:05:23
aa250791-f555-4132-8033-0736b4b5a381;6c15f1e2-3752-417b-b3d5-d762df865b96;1;6;2002-09-18 16:04:23
87bc2795-adeb-4e2d-a17c-118f6ec898ba;6c15f1e2-3752-417b-b3d5-d762df865b96;2;6;2004-07-18 10:06:23
9fc0e191-73f4-4094-a548-544e47c2500b;6c15f1e2-3752-417b-b3d5-d762df865b96;3;6;2008-11-14 10:03:23
c1fbce3c-933e-4432-b82a-79d50cc09452;6c15f1e2-3752-417b-b3d5-d762df865b96;4;6;2016-05-13 11:04:23
4ea764bb-f352-4394-a162-ae846778c426;6c15f1e2-3752-417b-b3d5-d762df865b96;5;6;2004-01-28 16:02:23
06aff794-7c91-4385-ac6d-775343f77789;6c15f1e2-3752-417b-b3d5-d762df865b96;6;6;2012-04-08 09:03:23
7bcaec23-f8f4-431d-b31c-b971c72917d9;6c15f1e2-3752-417b-b3d5-d762df865b96;7;6;2014-01-17 16:01:23
b95d8023-b51e-4046-91d4-c8021a81ac64;6c15f1e2-3752-417b-b3d5-d762df865b96;8;6;2016-11-21 09:03:23
45558e11-7167-4359-9722-294bfadce1bb;d6ecdd6e-38d0-4a95-9878-8ed09a43fe08;1;2;2011-07-03 09:06:23
efccc037-da77-429b-a497-72a7b8523528;d6ecdd6e-38d0-4a95-9878-8ed09a43fe08;2;2;2019-08-13 16:05:23
bea88b13-febe-4cd7-bdb7-30489bf7842a;d6ecdd6e-38d0-4a95-9878-8ed09a43fe08;3;2;2001-04-22 19:05:23
de0e9964-7d53-4bee-9524-6aef9d753fab;d6ecdd6e-38d0-4a95-9878-8ed09a43fe08;4;2;2021-09-26 15:03:23
b6ed7ed3-6059-4b5e-9d56-2daf9efb1914;d6ecdd6e-38d0-4a95-9878-8ed09a43fe08;5;2;2015-05-27 19:01:23
2421f3a4-2c39-4d96-b586-7ecf174d4bf7;d6ecdd6e-38d0-4a95-9878-8ed09a43fe08;6;2;2023-08-07 10:03:23
0fcc11b4-81df-43f8-8c12-4e850ffc312a;d6ecdd6e-38d0-4a95-9878-8ed09a43fe08;7;2;2009-08-25 11:05:23
42d4522a-83cb-4ca2-b78c-c7ae79172baa;d6ecdd6e-38d0-4a95-9878-8ed09a43fe08;8;2;2016-11-26 11:03:23
8e1988c0-0f92-4e33-ab3f-d201f2291cfa;e1cd3415-aebf-435f-804f-421ca7915c72;1;4;2021-06-28 14:05:23
8ca10d43-70c3-40f8-badc-53adee7c992b;e1cd3415-aebf-435f-804f-421ca7915c72;2;4;2004-10-17 09:03:23
9f64eb6a-6587-45b0-8377-d5de312bd09d;e1cd3415-aebf-435f-804f-421ca7915c72;3;4;2002-06-18 11:02:23
941d3b5f-c1d3-4e08-ab95-1bec351bae38;e1cd3415-aebf-435f-804f-421ca7915c72;4;4;2014-11-02 14:04:23
1a994f0e-f6f8-4f17-8bcd-c1bc8ee130c7;e1cd3415-aebf-435f-804f-421ca7915c72;5;4;2018-03-26 08:04:23
9244ccf4-33c1-4606-932b-1c23f3d61c16;6c9580bf-d056-4f9d-8a42-937903830903;1;1;2006-06-03 15:03:23
39179f52-1e51-412a-b15e-bc70a35ec89c;6c9580bf-d056-4f9d-8a42-937903830903;2;1;2008-01-05 14:02:23
974c673e-9b79-43b0-b5e3-e8209c1903ff;ea6ddcde-5238-4b78-aaa5-eaaf6fa24a52;1;7;2019-07-25 12:02:23
e0bc0c07-ee0a-473d-a997-e81a7ec27f9f;ea6ddcde-5238-4b78-aaa5-eaaf6fa24a52;2;7;2018-01-14 18:04:23
d95ba397-17de-4851-b185-352a30cb2b92;ea6ddcde-5238-4b78-aaa5-eaaf6fa24a52;3;7;2011-06-23 14:04:23
169dbefb-8a71-4fb1-8c5b-351168075e4a;ea6ddcde-5238-4b78-aaa5-eaaf6fa24a52;4;7;2001-08-21 15:06:23
ceccf94e-7dd7-4700-b5d8-6f7381b63b19;ea6ddcde-5238-4b78-aaa5-eaaf6fa24a52;5;7;2000-04-13 14:05:23
e19a78e8-b43b-46df-8092-e63da0178fb9;ea6ddcde-5238-4b78-aaa5-eaaf6fa24a52;6;7;2019-02-25 14:05:23
b3beeb0d-09c8-46c7-9c71-8bf353666476;ea6ddcde-5238-4b78-aaa5-eaaf6fa24a52;7;7;2022-05-21 17:01:23
b434b33a-8b29-4006-b42c-36e740953396;088a34b8-1e74-4eca-8bd6-ae7b97159d20;1;9;2006-01-05 12:06:23
