id;participant_id;crew_id;helmsman;active
20d36c82-bc14-4869-8a9e-76f5e6d2cc64;8d303f27-110e-4d73-a456-110b05a70b58;03c339a1-e070-45c9-97bb-23aba022a0ba;False;False
b0d9b740-079b-4c11-8d0f-502d72e73e0d;0ee2a429-545b-4765-9537-ca43b42046a5;be26240f-5265-40fc-8cda-c970eaee2b6a;True;True
7085e273-fbd1-4da8-ba2a-ed18515cef03;d8753765-5796-4cca-96ec-b002d196f8eb;45d9d795-04ea-4643-a529-f56438ad0461;False;True
44d3c689-186b-4517-84ac-af2b4d70c1d6;fd72e554-0c9d-4b08-8d88-47287dcf2795;41574ad9-5bef-499c-9f57-a57bfae40834;False;True
5e221578-6c26-4c42-94e0-ec1ab2bb9e09;76bb8de4-1e52-41ac-8552-c48098827798;9c44fbff-e131-4779-a575-bace7e44a835;False;False
bad8dc7a-d89e-4277-a647-e589ebd4eb0e;76b29c60-c1ae-4a86-b092-585c33dd1016;a1476678-7c9d-4d99-8228-ca1c2c651e2e;False;False
e12b933a-23e2-4904-beb8-fc9332fbedf2;8f0d6ecd-b691-49d2-9327-dd02746274fd;620660b2-704e-411f-a382-0a1f14a92a0c;True;True
839e317b-4591-43d0-abd9-52d086d57e32;9a1b3fca-f718-4d55-a0bd-886f98d5a948;35309b79-fb2a-447f-be83-04d289f55336;True;False
2be45dbc-d5fb-47da-8b37-cf7bdba5420e;421b97a5-9b53-417f-9ffc-f8a895cd609a;e8da4356-c86c-4f0e-a43e-9b1f7b850527;False;True
7b6783b3-9569-4fee-bd2f-a8c51fe08e37;5837559a-0706-420c-bb9b-b8cc4f72ee54;effbc9fd-66f3-4397-a444-873648589e8c;True;True
0cb87bea-ff7c-42b9-9078-69b3fcb40d98;e0e8f583-ed4a-486a-b15c-acb1a2f3de04;31a1ac37-7bb2-49ec-adfc-3e16bfd12f0f;True;True
6caf1be2-19fd-4d1d-9cba-636be6456997;104ead2e-c9a3-4e26-bb9c-3410cba7a998;df7d6832-4461-413a-bf79-a2c7c13c03ed;True;True
08f8bbae-7556-4fd3-80ab-c460a89f1f49;d6d1d1e2-fe9c-4998-800c-ed8645461f84;35fa3aff-0c92-4058-b855-a0d6c2091971;True;True
7fcc4c7b-2404-49c9-9db3-97aba82225db;a01aa704-c62b-455d-854d-84dae2b019c4;19e28730-d316-48ab-b249-75ba4ee07058;True;False
1d3adbd8-eaa0-48bb-90eb-0577e7169f85;002f2d94-ebfb-4d96-9d73-3510f6d2717b;dd782fc3-fc0c-4a53-bce3-55628b822fb8;True;False
658fd958-0aaa-47c0-9076-dad4ed20eba5;5ab8bbb6-1aa5-4c75-b26d-239d07feeb36;044c9394-517e-4c27-99d8-5d3ff56d38f8;True;False
e6d60e21-3c6d-419c-bf4c-12fb91be552e;1651f1d0-1a91-4c95-9889-9a413295610f;a5561bbb-ac8f-4fef-a3c6-d86d224f2452;True;True
23a8424f-f7eb-4d80-ae15-d81329d1682d;fcfa4465-af25-4ece-a063-2a42b66c9068;a541e8e2-445c-4f8b-99c0-1f44b587bcc2;True;False
383c520a-551f-48f5-9747-2536b84d8676;ebd7e463-ed02-4d8e-aa52-39264c84b2ee;4b127750-7821-4e76-b2fe-c5ec588a36f2;True;True
ea018961-1135-480c-b9cc-17cb1b981b95;1f328e46-7102-48fb-9f93-d1fb89733aea;51276eb0-393c-4989-8e8d-5222331bf033;True;True
dc4c31e7-eaf6-485b-bb2d-b1cf7991a954;539683f0-1520-40c8-a1e8-08fd3d6adc18;bfa691b4-f74b-4be0-a793-dfbaa1535dfe;True;False
28a2a360-35b0-4596-8f07-ffe72ea6475f;74380375-e3fc-47ae-831a-db3513e91e7e;1e4be1c8-94a9-4c5a-985a-1435853ae185;False;True
4da8cf31-f52c-48e2-ade2-f81d7690eeea;f25458c2-a4c7-4f57-a9f7-d91cf5310c2f;d607fd06-8e68-422a-b1cc-5184afc45006;False;False
7912ef89-55e7-4973-a02d-f58daa53b37f;030a3337-6da3-4026-8093-c5a87ddbe29a;640febd1-cf96-4280-af32-cfb7a6516239;True;True
8d147c46-0108-4a35-9413-7cba15d50154;12f898ff-b74d-41bd-9609-dd30692e1cd5;c7aedf57-fec4-4a2f-aee9-205763917bde;False;False
c14d79d8-b307-4141-a831-a6dcc39fcf9f;e3ecc1ab-9bd9-4252-b58e-98396ead16b8;1c75221a-e765-4373-be0e-fde3c55e23cf;True;False
6281c6a9-c988-48d7-bb01-4a310ab44b88;80e77d11-0bdd-487e-897b-48e5c045c4c5;3ced98c6-3a02-4c49-b9b6-7b8d7c5e5ced;False;False
adbe128c-8cff-470d-84e0-4e23c03c5068;e82982ec-d2ee-4afe-9a47-0f9a0fd09348;999c1f48-7217-4eb5-b7bd-ad730948e28a;True;True
db31ed98-1c4d-4864-946c-30d57ef284ca;461a2bef-eab0-4764-b8ff-7e448fedb0bc;4c52b318-a287-4e37-ac03-202aca0c24e2;True;True
3778d5d9-c0a1-47b7-ac66-43f7fed47dbc;2133c3e1-2688-4e87-accd-13af2e6ba5f1;5f3104a9-0200-48aa-9ab2-b88f648e62f6;True;True
74c2b8e2-d8ae-4283-88ea-d5208e52de9c;e49548b2-b269-4b0a-85d2-2e6481edee2a;ee1e4bce-8ba6-4e51-8388-a2e8b28b9487;True;True
5a9972c1-e7f0-48c3-a6d3-016503055e30;eaa419a7-0916-43c5-9091-067876781c9c;bc5ee064-f85a-4d58-8135-4e335e9cc5e0;False;False
b6e7b375-fd63-40bc-82fc-2253268f5ebe;d95d605e-677e-4832-b036-9d176ad0052e;2b4c99f5-b782-4494-819f-426be14f0c01;False;True
af08a99b-08d1-4875-be3f-a63f2833816b;4dd53614-4ea9-43ed-9782-03c2ddedf0d8;4ab85c25-6e40-4ab5-be96-857f9086caa0;True;False
b86015c1-305a-4e83-9e10-1c54cf08f3ed;b5f82680-afa5-4a09-91de-63946afd34bf;31be8867-9eb3-455c-a869-fe0c63d901a5;True;True
51f2f758-fe9b-4d4f-b4df-0f754fb8b044;4917ebe6-5953-4233-8cc1-165f317e3196;1dcd1e33-d8f6-4955-a31f-33e16d03fa06;True;False
cbe10164-fa4f-4514-a198-c9636bf47487;5a060292-447b-4804-80bf-aa257f9acf2f;b045814b-3229-4f49-9ce2-79c1078d00b0;True;False
6bfe911f-783e-470c-90e2-704a6d0a626a;cf45c91a-c5a3-46c4-a164-a4157e8e5825;587961ba-9a92-4441-af86-7d75f1ceece0;True;False
84d4a18a-b134-4d36-b868-09bb1393e048;c2c00c04-291a-4150-afa3-0755cdf948d3;b351e050-e0da-44a1-93d6-53bae5599952;False;False
9b35cf7f-664d-4921-90df-d6ed006edb9b;414d86cb-1302-4994-8fcb-054e7b50c1cc;4d7a7ab5-2162-4a96-9dd9-2a0f30248751;False;False
b536bfdf-1d7a-4550-9438-e27c776b88ca;1782ce51-dd90-4729-8c50-5f1fb42a89e2;58bc3c41-d345-49fa-8d31-2b96a1bbf9d8;False;True
b69f42d0-26b4-4031-85af-742764155d68;845c13fd-90b8-4c43-8175-af48597ede29;5fd2499a-cb32-42dd-9845-e4b0150e19ae;False;True
a124bf8f-4267-4ef4-a0d9-d23c973487fa;18546ab0-9343-4995-abd7-19a39879a31a;eada8e92-26fe-4ce3-9e4b-bef30c016c75;True;False
e398e4aa-a1e6-45a9-84d0-54a6b90b74bc;07219d7f-f9f8-48a7-b8af-aa6d35980015;a9c56adf-d059-482c-8c8d-cab1856a386b;False;True
852d87e7-eda0-4e87-b5bb-2c077a07dc74;668f5055-ecf7-4aaa-aa9c-c2b8eee32f91;9f4a6cb4-3dda-4e1b-8a56-91b5ce190255;False;True
caba34e0-74c4-41d5-8f4b-487484af2a04;8b401c44-090a-40ae-aec7-e6fdf10d5aa5;895318e3-fab0-4447-88e5-e8384f9d5587;True;False
8c1c87ec-e173-4446-beb8-08f5dbba5ff2;1651f1d0-1a91-4c95-9889-9a413295610f;af54fad4-34ad-4f7b-beec-265ed6dc110a;False;False
907bb1de-c1d4-4490-bc3a-a2d9886e2e15;4409c000-7fb2-4d4e-a486-03f54b245bcb;c74dda8c-4584-4f26-81fd-13afb754881f;True;True
c7501236-3073-4ae6-a87b-d59ff4f6ffca;b11e5dca-164b-4dc9-b1d7-aef80e35616b;ff2f49af-d77f-4f90-9392-c7dc61339c3e;False;True
44a8b2b1-95aa-40b7-8246-5dc5b9c8a12f;d46c4e39-a78d-443b-9acc-296dd0ffe82d;23df0ad5-539e-4f0e-9d3b-9481264e5391;True;False
50415836-74d5-4c6d-8605-9890bd31e39e;79011c4c-3309-4cc4-8945-0992b4ba7faf;4fa73507-ef9e-414a-92b8-ebf5ac65b91c;False;True
32376e1d-ee09-4122-9fb5-c9525ab21fec;78b29d54-3404-44a0-bbb6-9096d943183b;9c676ca4-a29e-4b33-862a-3d2af0437fe6;True;True
5de1bba4-3ec2-4d49-81de-a3f2ccf9c2d6;b2ad031f-0300-4394-a51e-e7c10c99424f;fb54fb65-2efc-4ce6-b4b4-f5495ad19f71;True;True
68d6cd6c-d5d0-4e3d-b83e-0b98e9f19fda;5688728a-22f9-498a-b645-191deaae0ee5;a0397d4d-9ff1-4b94-85e9-29f8ad827c48;False;True
25896d46-c04e-4b8b-b918-872e8a23d48b;b1a88385-8820-419f-8131-36c7d8b12a5f;f6e47ac3-0e22-4a94-9ee8-fb875f60ad91;True;False
c53bd9ea-120b-4710-95fb-0891ef20fd2f;81a0540b-59a1-452f-99e8-617ab5d9ae3f;f168874f-189c-45f5-8ca0-81333bcb0406;True;True
65fd6694-5af1-4adc-843a-722f9afbdeda;20649969-85a4-40ef-b611-b589170f04e3;e1122859-2e94-4eb0-9cf4-e025648d385c;False;False
02cc0068-97ab-4e4e-a851-e829caddf9f9;3b7fe3d9-0c69-4aa9-8ac4-50a0761544db;332fb627-a519-4035-90d2-b275fe46920c;True;True
129b9fcf-fbd5-48b4-962b-5f66dcc18425;824ce94d-9c81-4acc-b096-62396d94392d;d3645542-0a21-4771-b719-664d74457455;True;True
2c30b532-a455-4fc1-88cc-b18d2075b412;008025be-a560-4a70-a71d-5c9ad970e834;99401cae-bae4-4e74-9be9-0c7ea5c2a830;True;False
53a51481-6988-4c0b-b0f6-4c9f4d31fbdf;b1ff40dc-067d-448a-a6a0-0047f448229c;4dc18c33-7d32-42ca-9e8c-136d52bb973e;True;True
cb98903a-e0cf-4041-bcf6-71d4e81109b6;ab1395e3-d806-4d13-8000-772f2aabb3d9;99d2ec15-81aa-4d3f-b79a-f257fb7e71dc;False;True
75fbcd7e-f440-42ec-9b75-95f83b66804a;df5949b8-c7ba-4a39-ba51-515a2008e122;11c2f967-5ac9-4fef-9f78-3c346ac9e885;False;False
6d633b2c-4f7c-4af2-84b0-932cf94d3a2d;840c7d83-5c16-4c92-a0d6-105e4b461325;ebffb4ad-16df-4a94-9e96-be3c88f69569;True;False
62c2c612-9695-42de-ac97-b2932a78df90;211aa0cd-adb7-4f79-b395-00aeebc1e5bd;4eb5fde0-8c88-44c5-8dcc-9011fa180676;False;True
c49f11ed-e429-4e79-834e-fa5ee3d4ed33;908db49f-cb9e-4b15-be12-b3545fb4dad4;e05f5561-10e3-4666-b401-d3a04a15e9e8;True;False
7bf6bd54-1d8e-4768-ae93-198029963049;5b902872-ee4e-49cb-99a7-2e5b202bd77a;8d88b003-3f65-44f4-8131-356d9d3993c1;True;False
65fcf8db-9e80-4aea-b375-45a5e00ac931;a4591560-c811-480f-9b15-77e54ad5edc4;61337937-e40e-49ad-af7c-e9bd79dcc9f9;True;False
acf9c089-6681-4b49-867d-9ba828495014;0c61be9c-b574-4118-9a7a-2badfc73f193;4cc51424-b9e4-4817-bd26-e393a78899fb;False;True
5d2e411a-aacf-45c6-b5d1-ecf74839fe08;f29e5612-e4aa-4f8f-923b-d71c1cdc8d9c;1d5d0f6d-06c8-43a4-8e91-ffad3696063a;True;True
2a7208a5-3ee0-484f-b1f2-2cc8409d6c79;15b727a4-4fe2-4f80-8358-ee29f66f1abc;ab86121a-5de7-48df-b6a7-eecd87216270;True;True
9d76e353-d6ca-4a43-bcd4-9d8fa22592f3;10a29e23-e943-499c-978d-e68ebce01274;16b2571a-2caf-475d-907b-3a6db4687563;True;False
63d21127-ecb2-48a7-8c94-58a96c773653;f4bd0882-a953-4f3f-b844-7ff7b32db31f;a7b73254-4d52-4adf-baf7-ace8a4ffee3b;True;False
7b463dc4-d1ba-49f4-ba96-2bcc4d5a3bc8;c5bbf208-5583-4e5b-ab38-c64ac953a6b9;736cc3d4-b903-4c70-b87e-fafedbb69c5d;True;True
c0223adf-ac7b-4ca7-b3e0-83ef611e6a60;c2c00c04-291a-4150-afa3-0755cdf948d3;8c6a7af8-b674-4cd7-b2dd-87df712f6827;False;False
e8e64f34-892c-43b2-a181-c862eae2f830;5790fed1-caba-4b65-95ca-c9d88225ae71;22b14931-80cd-4596-8e07-d5d7b3b9b37d;False;False
8ace6df9-11ea-47fa-af32-23d5290b3951;5840ef52-e9fc-41b5-947b-86adca75160a;e0969f65-c5f9-4046-8291-2d3aecce5a40;True;False
79065c4e-a369-4158-982a-128125fd9a49;cf159e73-4c44-46d2-9c13-9bd2070902f3;57edb299-d10f-4126-b91e-4f40d7b5ca4e;False;True
1a7ebc63-668d-4ce2-8f3b-e8331b94beed;fe127a06-7398-49c8-85cc-3e3d89e3ac2a;a87ae69b-1f3a-4389-8cb1-3dd70ace64ed;True;False
23ea0163-171c-44ee-89de-455382653390;9fb07714-c6d8-46b7-a375-cc388f409ac2;27d4f59b-fc87-45bc-9687-3ab014970195;True;False
d56eb283-549c-467c-abd1-097656a913c7;bf7d8d5b-3a95-4bc3-a0d2-c4fab62333fa;b4b1c713-25b4-4493-beba-cb062077d54f;True;True
ebe5007e-c8f7-4cb8-b4e2-40cc36b00129;1ae5f54b-fcd4-4f82-8678-d9a253aa2174;66eeff85-cf66-4465-8de9-023333566a1c;True;False
940c63bc-c23d-4b74-8a37-96a519f28a8f;9869b84f-ad60-4639-b28d-5af78dc3ca7a;917910a3-605e-4ea4-b3df-ce3ee6ea6a1b;False;True
f2d497e9-6deb-4c54-b722-f87539e94437;206afa9c-85c5-4b52-af55-0f0c11d02d7d;4f3eace8-b939-4a8b-9531-9a7a55fe2ee5;False;True
1192109b-8df4-4df3-8048-298eb20d1d24;3af14bc7-f266-4669-8e16-4ed317201b6f;357368df-f825-4df5-850a-806fd16eeef4;True;True
1c90432e-964f-43dd-b34e-b127301e13e6;cf62c07f-190e-4804-8cbd-9ff01c2c20b7;4853263f-e422-4dd6-b277-39cd508d376d;False;False
829f2cf5-6fc5-4e7d-a5fa-3579d4856224;76fe9942-3565-4836-b092-bd2cb50514d2;34e77d57-60ff-4fe1-a0f8-2d7193020cc9;False;False
9db14499-e47d-4518-8cb0-afb20581d286;35ec3d62-2e49-4262-9a01-5a672c64c97f;ec664305-9a14-46e1-b362-b724afb0a3da;False;True
ffeafb1e-3b38-4ba4-be07-37e1bfd2716f;b6f87297-3a79-4b15-85ea-3ee94e67ebab;ba5a1559-b581-48e6-aef9-12a26821e0aa;False;True
f3b408e7-edc8-45b4-b37a-65559687a535;0030ebd6-f85b-4772-bb05-f4a4af9b87fb;b7649e63-d54f-4b55-87c1-0641f150cdc0;False;False
f38677c0-82be-4f16-8bcd-5c45a96744f1;99c927af-fded-4d32-bae2-556a1bf73b44;a34b9e73-949a-4ab9-9038-c920a446e877;False;True
847636e9-c015-4b8d-9afa-d897288d8670;29b90a9b-9717-498f-ad1b-6912b878449f;5358b91b-e3fe-4f35-a055-385b96c0eb9b;True;False
9162c8c0-2aaa-49a6-9cc0-6dc17bb50a70;257f4842-0598-4035-a5ad-f46ab10d7032;1b62062c-4541-4e1a-ad78-6006e89b8f26;True;True
ed7fa907-6bc3-4b91-8143-57bb08878689;fce2509e-aa7e-418b-a43a-1f43cc675181;3975f997-0da6-4337-9540-6c4825d4d05c;True;True
6d80b903-29d6-4d1f-a0eb-33669cc69382;118310bc-01c3-4562-aa24-a31729004970;8d37ec4d-04c0-44fc-ab17-64ea02d00e44;True;True
06de4c09-395e-4362-8ef8-1fd4fea9abce;ad65fa1f-4def-4e39-86cb-74511c06bd29;843fa760-7322-454b-befc-9844a28ad82f;False;True
b04443f2-702d-4d4c-aec8-1354df461912;721a0071-4e31-4516-bb4d-e654b283a9af;71c8d250-c2f1-46f1-a0f4-d7fea20d07bf;False;False
2985559f-62e6-43aa-9df8-00fe6eb12f53;6d473d9a-095a-49e5-b8ff-90ec96b7b882;0f52093f-623c-4846-96cf-5c0d63a786c3;True;True
600f3d89-93fa-4a0a-99c5-e6a58736c255;f3f7e9b0-6f36-45d4-8117-03b70deced87;27f0fd0b-4d10-4687-b4db-04354c1d95d2;False;False
5c956291-3026-481d-8938-38933294d76b;1f5061d0-3843-4dac-a837-47a2b46839f8;8c6a7af8-b674-4cd7-b2dd-87df712f6827;True;True
27c40c61-0431-4b09-a2a4-4665b6f9f452;6ad151cc-5858-4fd2-8cdb-99e52f81b24b;ff34fe91-d0f9-4340-b200-ec9f5a6fdec6;True;False
7d343f35-a02a-4604-9617-598b915cf37e;ccdbc1c5-42a7-41b7-bafc-4ef81732973b;884d2b2c-41b2-4d4a-9472-00846c0b26c2;True;True
ec7a5d4d-fcd2-47db-acab-7c8a1bcf25f1;6d952f05-c5d7-435e-97d7-37f612338b91;f7b2ce98-3dff-46c3-91b6-f653212f7364;False;False
09ecb821-2f19-47e4-bbf0-3d10c2ab4c87;aec1bbea-6548-4242-a366-e9c5a1c07c12;5f18f9fa-0569-4027-8c72-eea2946db831;False;True
e89e53f2-adb9-422a-a3f9-3b2d32051f78;9f5f3155-0669-48f0-854d-88a1b27216e7;50c92015-d006-4858-8a90-5da122065d66;False;True
75b43316-1fba-4668-8b51-abb51d38ac00;caa79c6b-0cd9-442d-ad07-42ed7326974d;6ffc19fe-790a-4743-9a2f-06029be0f60f;False;True
1fbf09fc-6460-4479-9d5c-327749b233aa;d38f5c5a-ed8c-4cd7-998a-7bd975e2b4ab;d9c73ae6-59ea-41bd-8c4e-b1b736b9380c;True;True
2dd027af-4d9e-4d03-98b7-dfbb9f81ec69;1231516f-c2bb-4f28-8cf4-00183543f165;69c45017-f3cc-4406-b718-b7aba831faeb;False;False
86af9bde-6b4f-4375-b282-c79a06f976cd;ece4cc1b-d874-4a0c-9fb3-e84563f0b6f9;bda5513f-5d14-41c5-8122-9300970ac6f8;False;True
6a4a8401-506f-4527-8721-5addda3c4ed4;6922d847-013d-43d0-864d-0dc7fef18c3b;cfc00442-841c-44c9-afea-5dbce8e5f9f3;False;False
deb5b58d-8a03-4eba-bf2b-ff542d726c43;e76c31c3-1f0c-42c0-86f8-48cef70a92d4;666831a7-559a-4f77-9bfe-1f712b5296ea;True;True
c1efca58-f388-46e7-b442-1142f6eab6f7;03bdf3e8-1f70-4a47-bf80-6d252cc38558;e95aff15-e7b9-4cc0-84cd-6abe0a0dcf0e;True;False
4e55327d-d306-4b87-9ae4-6b023860afcc;930d5c18-b092-4456-93d4-9bff2a8f9fe5;86cfe265-1e99-46df-9b78-846f0db00fe1;False;False
c51535f9-446a-45cb-ace6-0354409aecfa;aec1bbea-6548-4242-a366-e9c5a1c07c12;c41017fe-391c-418a-8a5f-9d0b8c1c93af;False;False
6c126006-b14e-403a-9e1d-11d0d8af98b1;e1be9804-357c-4595-998e-badc2dc58b65;2fffd744-8adc-47eb-be2e-d2c1c0416d20;True;True
b97488bf-1294-41eb-a5f0-2b1e034d21a0;8b0bb55e-51bf-458e-81bd-8cf6d5607895;f38d3df0-3a37-4647-befb-363cef429f69;False;False
a85d67f9-ed44-4387-9381-d93f3f5efc13;1792ea04-7b95-4cef-bc6d-82caaa64b989;8741b559-82b2-4130-b5df-89f8b429e9cc;True;False
cb6cc786-5a83-46e5-a8ab-75d4a9f5e92a;25e55b26-0517-4454-aaae-e059a23ca072;2fdeeb57-6faa-4d17-909b-f4414290d1b0;True;True
4d79635b-c816-4f3e-b9ff-cc3dd267ab61;1dcf3906-9cca-4246-81bd-f9579577612b;ddae07c9-1a7e-4bd6-974d-b05aaeaf311c;True;False
622006a3-6897-44c6-be2b-17038a9427de;2d815fae-6ec1-4c9c-9431-bf04680bfa9d;814d332f-dfbb-412e-8b60-5a78b7494f9b;True;False
ae4cc5b8-ddca-4510-8fd2-6a24329df3ab;48ab37ce-32c3-44af-a149-842e6e3b241d;5397b0fc-93ee-498f-a3a7-0ad23dde2418;True;False
7e77b1eb-85e5-4412-ad5e-834d42841807;14a6953d-747b-4390-801d-4b12817e9255;587ea276-6081-4c48-8b4e-a4b31a5136c7;False;True
829726ea-d45f-4fb7-b4ea-430f782140e6;633667b1-c732-4450-b70d-effd48bbd702;1d948cd7-da94-4422-af58-113bb209bdb0;False;True
196b3769-6bf1-43e2-997b-c7fdf84feed6;2c3a5e34-b3d0-406c-8636-617561c6f3e5;81d06831-00a7-402d-8dc1-84e7ad767f61;True;True
2fcdf001-10fc-4a72-9b9d-14a55edb2f8c;d01de074-ecc5-4607-97a6-76e8877b23c3;fdd116d8-9b78-4cea-a7b7-6596aaa626e6;False;False
7a3b7693-24da-4bea-9232-c206f892438b;168862ba-8bbc-4fdd-ab0d-e3085549728a;b46d861b-c6f7-43fb-ad60-e9f6c2001f32;True;False
b5cd2543-8ad4-404a-acff-4f563d308d7c;be4a5d93-9de7-4aff-878f-161771575d7e;eccf0aad-89bd-4a04-8d32-4acfc14177b1;False;True
3adb5dea-f0a0-4a8d-aeb4-14784effb851;3af14bc7-f266-4669-8e16-4ed317201b6f;1bc4f37e-80d1-4850-ba9e-3df647097c16;False;True
