id;crew_id;race_id;points;spec_circumstance
b87cd7ae-50e5-4cd0-ab34-9a58cfc6dd0f;1d5e0467-c049-464c-a148-b5a6073dbc09;c7e0bec3-e850-436c-9fe4-38294c60ee9d;91;5
faa2d4a2-105a-41e9-bd7c-33f46f5861be;3722f6c0-d9bf-4ca4-8e19-66d7ded4e307;5529f904-edbe-441c-b633-edb90a64161c;72;10
2ca01548-0b23-4460-8c4c-37b99797502f;4d3a3902-663b-4b6f-a3de-4bab3f180ed0;7410dbeb-0245-4684-a11d-11a2d1b9320e;91;7
567a302c-fdf1-4689-b7d0-600b23f77a39;978f984d-47a6-4b1a-9835-2589324727d4;f5c2164e-2f3e-4afd-b4e7-b700169a2671;46;5
d9d00970-e33a-4b72-b7cd-651349f19bf8;e12ab186-d847-4d66-a94b-979547d44279;6b598554-d0cf-40bc-937f-ee4a00269132;12;0
bd1852e0-c9bb-4558-a386-48bb3c618ff8;560f94db-d3de-4fe6-962b-e66797119f28;c14e2c57-9cab-43e5-93de-dfba77e20e2d;43;6
c9103ec2-1523-44d0-9e7c-1677bb2d330c;9275155b-65fc-4e9c-8027-bd467e8da520;6cb30312-f8b1-410c-bf25-63de5aaae5d9;78;1
c8194739-5744-443c-b984-932a87e30823;80ff5474-1b95-4047-91db-73a6bd0c8a84;4240e850-05bb-489c-b3eb-a664dff3e211;27;10
508cbf0e-d0cc-4d62-8e63-32a0c1a7e52c;af871bbc-71f6-48ca-a29c-7f069c378c38;aabc027c-9bc6-4772-892d-56a1d6cd33a2;7;4
75c0cb36-1d9e-4a92-8fbb-0f7fc18b1d16;381c38a4-66bc-44dd-b8e6-dc7f56bfec27;e0eccd3e-fe31-47ed-83a4-42c3d76e61ff;30;3
c02cea3d-f6a2-4ab5-a306-621e85702010;cffa0713-bbe0-48cf-bba4-6e53c8556a03;f9edc35f-9d21-4739-a4ab-7fb00f46c6e2;88;12
7533d4fd-507f-4a2f-a847-aaf0194a457a;7bc7b3ed-aefa-421b-91e4-0e11831ffc49;a62a4afa-e140-4d7d-b6f0-21e49a1abd9b;12;7
83515697-6250-4f5e-b5c9-727a8d87b415;a6b071b4-a5b6-4882-b81a-d3e156bdc761;add93161-b5f0-4dfe-9c3a-2b2300ec56df;14;12
fc3284db-fe6e-40af-b186-52f7aa83edee;eaebd3c1-0bf0-4de1-a25b-faeb366e3e1a;98ff3b9c-c06d-41b7-97b4-877c9c999bb7;98;3
4b7cfe77-2a43-47ff-a700-399b6656c3ea;60ff6504-fed5-4b21-81a0-90ba31646b06;89c4ba8f-7978-4c83-849c-0bf00a91aae3;33;9
b7e50f32-5d25-44ee-95fc-7144a89b46ae;c94f7468-b5d6-4622-a703-9a1252df777c;ef3e919f-a631-4023-8307-b3fcb9c1bb5a;23;13
901f2837-bef9-44a1-a734-f9e6b8cf1165;58ab0f11-f1c7-423d-9227-d272706947b2;4240e850-05bb-489c-b3eb-a664dff3e211;69;2
046998ab-d87b-413b-9f17-91c783d067c7;5775b950-735b-4f2d-af06-44e0aff898c8;f1f86684-6d58-4dad-a8b7-da2710cf817d;73;0
1f820cb6-515c-4c30-9cb0-ae22050fb289;c439d943-8590-4e64-b535-c368d7961e86;0fa6f6c0-cce8-43ca-b01f-d24335be4d48;20;12
9ff541bf-787a-4703-a742-53f38e325361;79207fec-1b7f-488a-add7-4e3819fc4602;3fd2af56-1816-4d98-8696-9f069a12574a;67;0
92748ec2-2e86-4ca8-8df6-94082325834e;ea6f0999-b250-4f6e-b3bc-c582f3db1fd8;bdae1908-0907-4c9f-a941-b32b03940632;60;2
c964740a-53f5-4884-9184-012dba5671e0;4c52b318-a287-4e37-ac03-202aca0c24e2;6fc70bba-0f70-4240-90ff-e0b9ec092200;2;1
8bb07f17-3dbc-4ae7-b6d4-76797bc95631;43fecbec-cc7f-4a7b-a953-f6e787d7873d;e85c7176-d8ee-4f2c-a3f7-0396fcafb5f4;96;6
6d681056-1875-483f-867a-e20ed0caa4b6;4d0080bf-f8ed-4d12-b110-9f2906f3ee4f;29eb309b-5e34-400d-8598-882f22c8627e;100;11
1513450d-d355-4d10-81ea-c4791906a942;0cd7d5cc-dbb1-48b1-8e4c-20c6f0a6df77;dd21d06b-6e69-41ef-bca3-cfe30701d094;92;4
a4d92d18-e0df-43bc-a154-7f7a4a53f74d;a4f336e0-8b52-45e8-8076-b11dd288de83;07d4ca54-9851-4c71-a904-b5816bee29ee;26;0
f58ef04d-3f07-4ca3-9b7c-ff77a51ef1fb;812ebbdb-34e6-446f-bd07-0da46a3c1cd8;ac9e9cc5-3541-44b0-8946-b0ebb0569f13;75;6
96210c98-d89b-4f16-944d-8cae877ad59d;eb454906-2ae4-4e00-bebf-0fb2a8ab5b9e;ebe593f4-65a4-44c5-af61-342e8bf3e406;33;12
098cadff-5201-4c64-838e-df5fd466f90a;c3aa4cec-16a2-4417-957b-3fa35b6f558a;290e146b-5643-4dd1-8678-b4b5d568b3b8;71;1
55b4ca9c-1870-4bc8-ad21-228f467cdb6b;9c96d7f3-2c96-4236-95d4-f3a72079abe0;90b825e2-639b-43d0-90ae-4e9f8d63a3b5;98;1
1c4766f1-5738-495c-820d-454006440eca;1fee3721-30fe-4d8a-bba4-8b730eb04e4d;6b497379-08f3-429f-a211-44b45ee83fe9;39;9
3eb84409-1c4e-455c-9b39-5c763aa83b9a;91fc3f0d-4db9-4a84-9074-e477b2a4bd5f;50f8be02-194a-44df-9b78-000f628b973f;20;13
895050cd-014f-4430-9149-508101e32e07;c5fc36bd-85c3-46ee-81c6-71d8cce14d2d;fe5459f6-20ff-43ee-9605-52308ce8bfe1;20;11
fcb68202-b5ae-464a-81b1-7e2d2f4e6bed;1acccfa1-2eb9-4777-8135-99b98acafe88;a0de4fe2-0741-4c52-ad08-c95112d9615c;80;12
3693b9a3-95ea-431b-a985-e13635406cad;c8e9605a-7408-444b-8caa-e10c4e205745;b3a003fe-e40f-435f-b38e-dae146d53116;1;2
13020fd3-9ef2-44cf-9d92-d05eaddb203d;51e2e0db-42f8-4f0f-b084-8a5c2709b181;70274b34-2daf-42d8-9f24-bdcf55e727b4;21;2
227dfed5-5c56-42d9-8af3-41972e029925;c505c67c-3716-4c30-849a-caaa359174b8;b45fe71f-dfe3-4d5e-8baf-81cc6e530277;58;3
50b19ee8-dfc4-4ce2-b43d-e9ce3c34af03;96f98fe3-1535-466a-8ca5-ea54489a8e0d;437b00a6-fed2-4f9b-b5dc-551bbaed13d9;57;6
1bb9f748-27ee-4cca-90e4-4e7f97259f5a;3b4f1ade-e97d-470f-a71f-84d438adf849;db65ccab-ba18-4dbb-bf2e-8438e8da6ad6;80;0
9aa6644b-83f6-47ce-99ab-ca837e8db7cd;7ead319d-4e92-4684-932c-006403f361c6;f18e5111-4db8-4e2f-bc46-44d6459e98a3;27;9
a28fa1f1-47a6-4c9a-94c6-7c7d7190ff3b;52ce34ff-ccba-4381-ad0d-fd1916e5f437;43b7dc43-ed08-4abb-9db7-de6752187ea4;8;12
d1f15c15-931c-4784-8906-b6e5864880b4;69d94e17-9a82-42ec-a9b5-da6f77abd06c;1afc9963-062f-4534-8dea-530e40e1eb8e;6;10
d5bcada8-4b96-42f5-8f81-40a0cbda2e68;57fda312-a7af-4e54-8b31-adaa2a8c3bc9;52bcb179-379f-4ee1-873e-2496e6ecfada;48;10
92db59c5-1227-4ee9-92c1-30629b98157c;2fdeeb57-6faa-4d17-909b-f4414290d1b0;4bca1e85-9e58-4f99-80b1-b2bfc99585e3;34;1
7e371daa-af3d-4776-b1d5-e73732ade3e7;61337937-e40e-49ad-af7c-e9bd79dcc9f9;202327b9-4a74-4814-8abe-efef3224e4f5;95;13
993a0c6a-c21a-4e96-8f67-d4827493518c;e1e6c48c-731b-4769-8e70-31d4a8525e59;bfab3966-df31-4c72-a4a2-ccf7bad03443;82;6
ccdfa1f7-28c0-4f36-9921-7c835ca58043;eeb2b4de-6353-4e7a-ac29-ccdbfd40f5d6;356db410-65d2-4da9-b829-b683c1f14c7c;71;3
fdb7cb40-9582-4237-be52-cee894bc7e50;bcf20d09-17fd-450c-9004-159f767aff9c;5bf850d7-8204-484e-b6b8-1c9176c29f10;70;4
68da784a-a661-4b78-8029-eda618c3f3c4;2169ec06-cc39-49ee-984d-00a0956bbb40;9a531b68-2cef-4eee-96b0-8c438d6f0f96;96;8
9805d611-5123-4dd0-897c-8581eb83104b;a6ed2e6d-c197-43b6-8629-6787b175e5ed;7bfbc0b7-7c4a-412f-98bc-cee70d52bb85;76;8
825f5851-189c-484c-8023-509698e03d61;786752fd-79a9-4d11-915f-b6a5a65a0ed0;e0eccd3e-fe31-47ed-83a4-42c3d76e61ff;24;7
8e7221d4-e6e6-4f0e-be3a-370edc697619;bc3dc539-955f-49b7-b1e6-417301ffcf3e;93c1a3d9-d65b-47ab-9ef2-e959555450d8;2;3
0bc534be-54e8-425b-b76f-954f9428be7d;3b65c33d-c2a1-4e16-998d-373b69ad90f1;433e1155-7b52-49ff-9f7d-a2c741c909e5;6;12
2580ad55-998a-406e-a5c4-f24ba38c59b7;3f7b0b7c-fa9a-420d-8e20-c3080b145644;aba3ea24-0e88-4ced-af9d-b10b483a8958;70;1
ae2a5b7e-c6b5-4384-b675-a2fba96ae37d;736cc3d4-b903-4c70-b87e-fafedbb69c5d;0ea74241-b7a8-485d-a410-9f7f3a7c41ef;24;3
c9f35075-ca0a-4841-bd95-ec394592f1ac;6f36e086-b2e0-4dbf-a597-d119687fc582;2e55881b-c976-4cec-84fe-41c842b75c69;17;1
e0433053-92fa-44ad-a3ac-38e395301b14;c0b28a64-f603-4807-ae18-a2ba2096396e;e7000099-4829-459e-ad07-11252a826eac;68;13
19b59610-a758-4c93-90af-d863ebb9c6c5;e9be61b5-e956-4507-8da5-df36a0331f2a;ac667657-f683-4e6b-a039-802a80d53abe;25;13
02d9122a-337c-4343-afad-0b3e554df42e;a82ee4ae-3d29-4588-854e-49e53f948a7e;f33baa9d-8ac5-420c-9059-eeb8fa62af57;66;4
37b9411b-cf5d-47c2-80e4-6c94250e3e81;0c701fd2-ed63-472d-8048-ae28ee0f196b;7d6b5abc-2130-4f46-9329-6257a71f1d1c;4;4
e649cbf9-9333-453c-befa-85fbf24525a5;587961ba-9a92-4441-af86-7d75f1ceece0;2aead2dc-9f83-4638-bcc7-f452e3b56abc;63;9
7e559ae9-e547-443d-9f3d-69c73c74b609;cbb145d3-8b2f-4464-9089-05a294f172c5;52ea26da-77da-432f-9da9-624feb64dd44;30;6
1795a4ea-8093-4f10-9570-2e5aaeae5cb9;48a48720-8898-4def-849c-8163b3db2f72;f47030ff-8d74-4bb2-b89d-a66b460d9e57;26;4
48f2f0e3-f37b-4693-8489-446e0d71428a;ede7b9a3-a258-4aab-b83f-7a4d57887346;59b624f4-659b-45b3-b1dd-d5b4e809cd1b;21;8
f85a16e0-a5f2-401e-a947-ae8df3f3c5da;4a43e63a-4ef2-4b7a-b19e-1896c8de1e9f;04e50744-6929-4f26-b07c-44b2821eb2e9;81;9
0866aefd-6bc2-4141-8f39-86221691f13f;86cfe265-1e99-46df-9b78-846f0db00fe1;ee615c40-c80c-4ea1-9fb1-ecbe76c311e8;87;3
4efd990e-569f-4d87-b3ab-df03874eb96a;3ce19519-14d5-4663-a91a-fa60afae2099;3b3c4780-b24e-48a2-8b77-db03f5d4e203;87;10
6224ea61-35b0-426e-942d-7196ca721e28;ee90bb45-30d6-4977-9bd9-7248a3a4034b;a5389170-933d-408f-baa4-63e8038d0c5a;31;12
395a166b-6d09-432a-8905-07119f02d3fb;1f802363-1c13-4afd-8d58-09593ebd91bc;bb9a8985-07e9-4bed-b413-c07737559965;22;7
2adb208a-588e-44a1-9fc3-84a4f8d307fb;82bdbdef-e351-4da7-996d-62ba5e700698;adae9a9f-3a14-48e7-a235-7fc9a20d2bab;91;6
7e049f4d-d4f5-4c72-9f9e-067a5b5286c5;78822418-57af-4b9e-93a4-865f853716a7;a587622c-351a-40c7-8bc0-5bd34c87103c;11;2
19100f2c-bc42-46a5-9e45-b64b12ff5745;2233ea08-eac5-4925-9d61-4f29dc69ea01;ad3114e5-ff85-4f22-9d3a-9633838d2185;88;2
2f804f93-4b7f-41fa-8848-04c75ba7fb29;0884c93c-c3a2-41af-8cef-0b2a67703e7f;e1003a7e-9f8d-4443-82a3-0b77662954ae;16;11
125e2d28-651e-4fab-8a16-6da34c88b2eb;e2bcafe6-6447-4561-9edb-a7d5f7a7c28f;84545e26-1bdb-4f53-a9cf-288d1a86f388;88;4
6e09c5f6-1529-4790-8d3e-625038ba4ffa;b1dcdd21-6c8e-4d54-8420-a0eb407d0abe;189918ae-7d2c-4e1f-9522-56fdd9f8ac2f;40;5
77632248-195e-440f-915a-ccfd732ee4e8;0a6b925f-290e-4106-bb1d-74dcc69891a7;bb234d50-aaeb-4170-bbf2-74c1efb82170;24;6
1d877f39-8c30-46d1-94be-0f51dc00459d;da378e97-1a40-4725-b6e7-6460c6cd8466;89ab8722-a064-451b-aab6-4776e4c43fc3;36;10
dbb3b52b-aa36-47f6-858f-9bc159d8778d;3ee1ec74-e639-42c9-a574-08d289b91744;89b55ff6-5045-4580-843c-8a89ff661124;44;13
75df65ec-61c7-4b1d-915e-09b685a89c06;2fea2c5b-d2b2-4615-9d74-9b5f6f74789d;bb977683-322e-4eef-a6fd-2c049840fd6f;10;0
